Remaining Edges,Average Shortest Path
4849,1663.9212741973924
4848,1663.9212741973924
4847,1663.9212741973924
4846,1664.0637471052821
4845,1666.1858516681093
4844,1668.4029847784343
4843,1669.2468168511434
4842,1669.2469241832066
4841,1669.2469241832066
4840,1669.2469241832066
4839,1669.2490207989354
4838,1669.2633066558046
4837,1669.2633066558046
4836,1669.2633066558046
4835,1669.2633066558046
4834,1669.264592536011
4833,1669.264592536011
4832,1669.285943567028
4831,1669.285943567028
4830,1669.285943567028
4829,1669.285943567028
4828,1669.285943567028
4827,1669.285943567028
4826,1669.285943567028
4825,1669.285943567028
4824,1669.285943567028
4823,1669.285943567028
4822,1669.2994661595108
4821,1669.2994661595108
4820,1669.2994661595108
4819,1669.2994661595108
4818,1669.5727448415516
4817,1669.7078170223804
4816,1669.7278014691165
4815,1672.191913612968
4814,1673.4934311124277
4813,1673.4934311124277
4812,1673.4934311124277
4811,1673.4934311124277
4810,1673.4934311124277
4809,1673.4934311124277
4808,1673.4997581533164
4807,1673.6434429891624
4806,1673.716867120348
4805,1673.7181723431813
4804,1673.7592096525523
4803,1673.7592096525523
4802,1673.7611751870793
4801,1673.7946826414866
4800,1673.7946826414866
4799,1673.7946826414866
4798,1673.7946826414866
4797,1673.7946826414866
4796,1673.819872398102
4795,1673.819872398102
4794,1673.819872398102
4793,1673.819872398102
4792,1673.819872398102
4791,1673.819872398102
4790,1673.819872398102
4789,1675.8907566469827
4788,1676.0556830919027
4787,1676.0591653531637
4786,1676.0591653531637
4785,1676.0591653531637
4784,1676.0591653531637
4783,1676.0627693700153
4782,1676.0627693700153
4781,1676.0627693700153
4780,1676.0627693700153
4779,1676.0639255148787
4778,1676.1239777785677
4777,1676.1239777785677
4776,1676.1239777785677
4775,1676.1239777785677
4774,1676.1254501864184
4773,1676.1254501864184
4772,1676.1308558255782
4771,1676.1308558255782
4770,1676.1308558255782
4769,1676.1308558255782
4768,1679.6895188140013
4767,1679.6895188140013
4766,1679.6895188140013
4765,1679.6895188140013
4764,1679.6997017174021
4763,1679.6997017174021
4762,1679.6997017174021
4761,1679.748958744707
4760,1679.7878005057844
4759,1679.7878005057844
4758,1679.7878005057844
4757,1679.7878005057844
4756,1679.7878005057844
4755,1679.9824912452434
4754,1679.9824912452434
4753,1679.9824912452434
4752,1680.0043595038949
4751,1680.0043595038949
4750,1680.0305174620182
4749,1680.0321536156064
4748,1680.0321536156064
4747,1680.0321536156064
4746,1680.0330710297958
4745,1680.0359403871914
4744,1680.0359403871914
4743,1680.0359403871914
4742,1680.0359403871914
4741,1680.1132124404987
4740,1680.1132124404987
4739,1680.1132124404987
4738,1680.1191951473425
4737,1680.1191951473425
4736,1680.1376391340777
4735,1680.1376391340777
4734,1680.1376391340777
4733,1680.1376391340777
4732,1680.1376391340777
4731,1680.1376391340777
4730,1680.1376391340777
4729,1680.1376391340777
4728,1680.1376391340777
4727,1680.1388759222543
4726,1682.6906659101833
4725,1682.6906659101833
4724,1682.692595260024
4723,1682.692595260024
4722,1683.3823010143506
4721,1683.3832350616615
4720,1683.3832350616615
4719,1683.3832350616615
4718,1683.3832350616615
4717,1683.3833122359358
4716,1683.3833122359358
4715,1683.7095577282016
4714,1683.7147561838276
4713,1683.7147561838276
4712,1684.360023180373
4711,1684.360023180373
4710,1684.3838462219605
4709,1684.4311466737822
4708,1684.4316032480401
4707,1684.4316032480401
4706,1684.4316032480401
4705,1684.4316032480401
4704,1684.4316032480401
4703,1684.6973203824589
4702,1684.7128886232476
4701,1684.7128886232476
4700,1684.7128886232476
4699,1684.7128886232476
4698,1684.7182021091326
4697,1684.7182021091326
4696,1686.1668932446892
4695,1686.1668932446892
4694,1686.1733672079502
4693,1686.478483569549
4692,1688.3833436373425
4691,1688.3834444139013
4690,1688.4026887437403
4689,1688.4026887437403
4688,1688.4026887437403
4687,1688.502626679232
4686,1688.502626679232
4685,1688.5100172826749
4684,1688.5100172826749
4683,1688.5100172826749
4682,1688.670579225087
4681,1688.670579225087
4680,1688.6793111234135
4679,1688.6793111234135
4678,1688.6793111234135
4677,1688.6793111234135
4676,1688.6793111234135
4675,1688.6793111234135
4674,1688.6793111234135
4673,1688.6793111234135
4672,1688.6793111234135
4671,1688.7154609491993
4670,1688.7170751692806
4669,1688.7170751692806
4668,1688.7170751692806
4667,1688.7170751692806
4666,1688.7170751692806
4665,1688.7170751692806
4664,1688.7287132997888
4663,1688.7396282458503
4662,1690.9174100697865
4661,1690.9174100697865
4660,1690.9178656879437
4659,1691.008057158644
4658,1691.033064703136
4657,1691.0994984257636
4656,1691.0994984257636
4655,1691.38904581609
4654,1691.4014913049255
4653,1691.421604916016
4652,1691.421604916016
4651,1691.421604916016
4650,1691.421604916016
4649,1691.421604916016
4648,1691.421604916016
4647,1691.421604916016
4646,1691.421604916016
4645,1691.421604916016
4644,1691.4278831797865
4643,1691.4278831797865
4642,1691.4278831797865
4641,1691.4278831797865
4640,1691.4278831797865
4639,1691.778967870448
4638,1691.778967870448
4637,1691.77980713454
4636,1691.77980713454
4635,1691.77980713454
4634,1691.77980713454
4633,1691.77980713454
4632,1691.77980713454
4631,1691.77980713454
4630,1691.7964233806583
4629,1691.7964233806583
4628,1691.7964233806583
4627,1691.7964233806583
4626,1691.7964233806583
4625,1691.7964233806583
4624,1691.7964233806583
4623,1691.7964233806583
4622,1691.7964233806583
4621,1691.7964233806583
4620,1691.7964233806583
4619,1691.7964233806583
4618,1691.7964233806583
4617,1691.8596554359256
4616,1691.8614935966084
4615,1691.8614935966084
4614,1691.8614935966084
4613,1691.8807361275603
4612,1691.8807361275603
4611,1691.8811410871572
4610,1691.8811410871572
4609,1691.890497217517
4608,1691.890497217517
4607,1691.9012558481447
4606,1691.907725111176
4605,1691.907725111176
4604,1691.907725111176
4603,1691.909298615509
4602,1691.9439698649157
4601,1692.000118994869
4600,1692.000118994869
4599,1692.0188509051652
4598,1692.0188509051652
4597,1692.0188509051652
4596,1692.0188509051652
4595,1692.1212081370552
4594,1692.364779391115
4593,1692.364779391115
4592,1694.36235126787
4591,1694.3653251954659
4590,1694.3930968366226
4589,1694.3930968366226
4588,1694.4731806961422
4587,1694.4731806961422
4586,1694.4731806961422
4585,1694.518740373572
4584,1694.518740373572
4583,1694.5330937355652
4582,1694.5330937355652
4581,1694.5330937355652
4580,1694.5330937355652
4579,1694.5330937355652
4578,1694.5330937355652
4577,1694.5330937355652
4576,1694.5330937355652
4575,1694.5330937355652
4574,1694.5330937355652
4573,1694.5330937355652
4572,1696.4481693291239
4571,1696.4481693291239
4570,1696.4516768167064
4569,1696.4516768167064
4568,1696.4741914582596
4567,1696.4741914582596
4566,1696.9077722274844
4565,1696.9089054259637
4564,1696.9089054259637
4563,1696.9089054259637
4562,1696.9170016952899
4561,1696.9254668802869
4560,1696.9716235839091
4559,1696.9716235839091
4558,1696.9716235839091
4557,1696.9864702591306
4556,1697.044243974041
4555,1697.056347730522
4554,1697.0735379819464
4553,1697.076836844098
4552,1697.076836844098
4551,1697.1160931830566
4550,1697.1160931830566
4549,1697.133184297283
4548,1697.133184297283
4547,1697.133184297283
4546,1697.133184297283
4545,1697.133184297283
4544,1697.1483532930147
4543,1697.1483532930147
4542,1697.1483532930147
4541,1697.2354020249222
4540,1697.2354020249222
4539,1697.2354020249222
4538,1697.2354020249222
4537,1700.2502765131533
4536,1700.2502765131533
4535,1700.2502765131533
4534,1700.2502765131533
4533,1700.2502765131533
4532,1700.2533820177496
4531,1700.2533820177496
4530,1700.2533820177496
4529,1700.898262573546
4528,1700.898262573546
4527,1700.898262573546
4526,1700.898262573546
4525,1700.898262573546
4524,1700.898262573546
4523,1700.898262573546
4522,1700.898262573546
4521,1700.898262573546
4520,1700.898262573546
4519,1700.898262573546
4518,1700.898438642935
4517,1704.2708144849314
4516,1704.2777063238473
4515,1704.2777063238473
4514,1704.281227093858
4513,1704.2819255445604
4512,1704.4049662493117
4511,1704.4050196437884
4510,1704.4066022935838
