SOURCE,TARGET,WEIGHT
IND,HOU,1612.0
IND,IAD,567.0
IND,IAH,887.0
IND,JFK,833.5
IND,LAS,650.0
IND,LGA,345.1666666666667
IND,MCO,294.22222222222223
IND,MIA,523.5
IND,MSP,581.3333333333334
IND,ORD,324.8
IND,PGD,1600.0
IND,PHL,812.5
IND,PHX,727.3333333333333
IND,RSW,394.1666666666666
IND,SEA,1730.0
IND,SFB,1574.0
IND,SFO,1731.0
IND,SRQ,623.3333333333333
IND,TPA,358.0
INL,MSP,1508.0
ISP,ATL,1599.0
ISP,BNA,1605.0
ISP,BWI,557.0
ISP,FLL,1620.0
ISP,MCO,520.5
ISP,PBI,532.75
ISP,PHL,1510.0
ISP,RSW,1632.0
ISP,TPA,661.0
ITH,CLT,841.0
ITH,DTW,1535.0
ITH,IAD,788.5
JAC,ATL,1642.0
JAC,CLT,1663.0
JAC,DEN,427.75
JAC,DFW,881.0
JAC,EWR,1671.0
JAC,IAH,1616.0
JAC,JFK,1678.0
JAC,LAX,536.3333333333334
JAC,MSP,1570.0
JAC,ORD,591.3333333333333
JAC,SAN,1569.0
JAC,SEA,844.0
JAC,SFO,857.0
JAC,SLC,778.0
JAN,ATL,359.2
JAN,BWI,1571.0
JAN,CLT,815.5
JAN,DCA,1568.0
JAN,DFW,455.5
JAN,HOU,803.0
JAN,IAH,808.0
JAN,MCO,1538.0
JAX,ATL,264.8571428571429
JAX,AUS,1602.0
JAX,BNA,818.5
JAX,BOS,623.6666666666667
JAX,BWI,592.6666666666667
JAX,CLT,438.75
JAX,DCA,463.25
JAX,DEN,952.0
JAX,DFW,521.75
JAX,DTW,850.0
JAX,EWR,490.75
JAX,FLL,766.5
JAX,HOU,1586.0
JAX,IAD,586.6666666666666
JAX,IAH,622.0
JAX,JFK,397.8
JAX,LAX,1753.0
JAX,LGA,461.25
JAX,MIA,265.1428571428572
JAX,ORD,488.5
JAX,PHL,846.0
JAX,STL,1563.0
JFK,ABQ,1725.0
JFK,ATL,310.0
JFK,AUS,493.8
JFK,BNA,637.3333333333334
JFK,BOS,195.5
JFK,BQN,925.0
JFK,BTV,764.0
JFK,BUF,425.25
JFK,BUR,1807.0
JFK,BZN,1755.0
JFK,CHS,598.0
JFK,CLE,586.0
JFK,CLT,402.2
JFK,CMH,588.0
JFK,CVG,1569.0
JFK,DCA,364.2
JFK,DEN,860.0
JFK,DFW,606.25
JFK,DTW,569.6666666666666
JFK,EGE,1724.0
JFK,EYW,1460.0
JFK,FLL,274.27272727272725
JFK,IAH,1673.0
JFK,IND,621.0
JFK,JAC,1755.0
JFK,JAX,433.0
JFK,LAS,527.5
JFK,LAX,392.8125
JFK,MCO,240.0769230769231
JFK,MIA,250.4375
JFK,MSP,556.0
JFK,MSY,679.6666666666666
JFK,ONT,1791.0
JFK,ORD,308.5
JFK,ORH,769.5
JFK,PBI,332.42857142857144
JFK,PDX,651.5
JFK,PHL,1498.0
JFK,PHX,706.5
JFK,PIT,451.25
JFK,PSE,1652.0
JFK,PSP,1807.0
JFK,PWM,1502.0
JFK,RDU,290.42857142857144
JFK,RIC,1520.0
JFK,RNO,1788.0
JFK,ROC,420.25
JFK,RSW,602.0
JFK,SAN,487.83333333333326
JFK,SAT,1710.0
JFK,SAV,572.3333333333334
JFK,SEA,507.375
JFK,SFO,438.7692307692308
JFK,SJC,1823.0
JFK,SJU,329.9
JFK,SLC,668.0
JFK,SNA,1827.0
JFK,SRQ,1460.0
JFK,STT,686.0
JFK,SYR,1507.0
JFK,TPA,352.8571428571429
JLN,DEN,1555.0
JLN,ORD,1524.0
JMS,DEN,1460.0
JMS,DVL,763.0
JST,IAD,1484.0
JST,ORD,1460.0
LAN,DCA,1526.0
LAN,DTW,513.6666666666667
LAN,ORD,529.0
LAR,DEN,1460.0
LAS,ABQ,802.0
LAS,AMA,1550.0
LAS,ATL,335.58333333333326
LAS,AUS,305.3333333333333
LAS,BHM,1641.0
LAS,BLI,881.5
LAS,BNA,552.75
LAS,BOI,1537.0
LAS,BOS,759.0
LAS,BUF,1672.0
LAS,BUR,271.57142857142856
LAS,BWI,608.5
LAS,BZN,844.5
LAS,CLE,587.0
LAS,CLT,476.83333333333326
LAS,CMH,836.0
LAS,COS,586.6666666666666
LAS,CVG,1640.0
LAS,DAL,477.0
LAS,DCA,1688.0
LAS,DEN,212.69230769230768
LAS,DFW,242.7333333333333
LAS,DSM,883.0
LAS,DTW,424.1428571428572
LAS,ELP,813.0
LAS,EUG,1565.0
LAS,EWR,370.33333333333326
LAS,FAT,544.6666666666666
LAS,FLL,978.5
LAS,FSD,1606.0
LAS,GEG,863.5
LAS,HOU,454.6
LAS,IAD,964.0
LAS,IAH,307.7
LAS,ICT,1574.0
LAS,IND,676.0
LAS,JFK,515.1666666666666
LAS,LAX,127.4
LAS,LBB,1555.0
LAS,LGB,421.5
LAS,LIT,1602.0
LAS,MAF,1553.0
LAS,MCI,638.0
LAS,MCO,612.75
LAS,MDW,555.6666666666666
LAS,MEM,1616.0
LAS,MFE,1603.0
LAS,MIA,499.8
LAS,MKE,618.6666666666667
LAS,MSP,416.33333333333337
LAS,MSY,827.5
LAS,OAK,230.4
LAS,OKC,859.0
LAS,OMA,879.5
LAS,ONT,414.25
LAS,ORD,307.5
LAS,PAE,1605.0
LAS,PDX,320.25
LAS,PHL,611.5
LAS,PHX,241.125
LAS,PIT,955.0
LAS,PSP,1493.0
LAS,RDU,723.6666666666666
LAS,RNO,318.66666666666663
LAS,SAN,262.57142857142856
LAS,SAT,501.25
LAS,SBA,548.3333333333334
LAS,SCK,1512.0
LAS,SDF,930.0
LAS,SEA,245.0
LAS,SFO,193.3846153846154
LAS,SJC,368.8
LAS,SLC,284.42857142857144
LAS,SMF,227.5
LAS,SNA,234.75
LAS,STL,465.4
LAS,TPA,720.3333333333333
LAS,TUL,1583.0
LAS,TUS,790.0
LAW,DFW,524.6666666666667
LAX,ABQ,360.0
LAX,ACV,1543.0
LAX,ASE,332.6666666666667
LAX,ATL,367.45454545454544
LAX,AUS,260.8461538461538
LAX,BIH,1522.0
LAX,BNA,509.4
LAX,BOI,483.0
LAX,BOS,449.2
LAX,BWI,750.0
LAX,BZN,489.0
LAX,CHS,1460.0
LAX,CLE,976.5
LAX,CLT,621.75
LAX,CMH,1684.0
LAX,COS,1580.0
LAX,DAL,457.2
LAX,DCA,568.5
LAX,DEN,203.6315789473684
LAX,DFW,230.11764705882356
LAX,DTW,416.2857142857143
LAX,EGE,740.0
LAX,ELP,587.6666666666666
LAX,EUG,852.5
LAX,EWR,400.1
LAX,FAT,540.0
LAX,FLL,392.875
LAX,GEG,869.5
LAX,HDN,1460.0
LAX,HOU,899.0
LAX,IAD,554.0
LAX,IAH,295.9090909090909
LAX,IND,844.5
LAX,JAC,740.0
LAX,JAX,1460.0
LAX,JFK,351.4705882352941
LAX,LAS,124.42857142857142
LAX,LGA,1728.0
LAX,MCI,664.3333333333334
LAX,MCO,398.22222222222223
LAX,MDW,740.0
LAX,MEM,1654.0
LAX,MFR,835.5
LAX,MIA,401.0
LAX,MKE,1662.0
LAX,MRY,1507.0
LAX,MSP,415.83333333333337
LAX,MSY,832.5
LAX,MTJ,1558.0
LAX,OAK,305.0
LAX,OKC,881.5
LAX,OMA,1460.0
LAX,ORD,269.46153846153845
LAX,PBI,1714.0
LAX,PDX,262.6
LAX,PHL,472.83333333333326
LAX,PHX,157.77777777777777
LAX,PIT,1700.0
LAX,PRC,1515.0
LAX,PSP,1495.0
LAX,RDD,1537.0
LAX,RDM,793.0
LAX,RDU,988.0
LAX,RNO,248.75
LAX,RSW,996.0
LAX,SAN,753.5
LAX,SAT,522.25
LAX,SBA,1480.0
LAX,SBP,774.5
LAX,SDF,1460.0
LAX,SEA,248.7692307692308
LAX,SFO,144.8421052631579
LAX,SHV,1617.0
LAX,SJC,201.63636363636363
LAX,SLC,233.41666666666669
LAX,SMF,206.4
LAX,STL,684.3333333333333
LAX,STS,805.5
LAX,SUN,803.0
LAX,TPA,616.25
LAX,TUL,1613.0
LAX,TUS,370.2
LBB,AUS,1510.0
LBB,DAL,550.3333333333334
LBB,DFW,405.0
LBB,IAH,814.5
LBB,LAS,1571.0
LBB,PHX,1562.0
LBE,FLL,1597.0
LBE,MCO,1571.0
LBE,RSW,1460.0
LBF,DEN,1507.0
LBL,DEN,1460.0
LCH,DFW,797.5
LCH,IAH,1489.0
LCK,PGD,1583.0
LCK,SFB,1561.0
LEX,ATL,558.0
LEX,CLT,558.6666666666666
LEX,DFW,891.5
LEX,DTW,787.0
LEX,ORD,500.0
LFT,ATL,809.0
LFT,CLT,834.0
LFT,DFW,562.6666666666666
LFT,IAH,544.6666666666666
LGA,ATL,208.0
LGA,BGR,1514.0
LGA,BHM,1597.0
LGA,BNA,303.22222222222223
LGA,BOS,283.0
LGA,BTV,1505.0
LGA,BUF,1515.0
LGA,BWI,781.5
LGA,CAE,1557.0
LGA,CHO,1520.0
LGA,CHS,596.0
LGA,CLE,385.2
LGA,CLT,269.25
LGA,CMH,396.0
LGA,CVG,488.75
LGA,DAL,725.6666666666666
LGA,DAY,1563.0
LGA,DCA,241.75
LGA,DEN,421.0
LGA,DFW,422.875
LGA,DTW,254.55555555555557
LGA,EGE,1740.0
LGA,EYW,926.5
LGA,FLL,240.5833333333333
LGA,GSO,459.75
LGA,GSP,1561.0
LGA,HOU,966.5
LGA,IAD,550.3333333333334
LGA,IAH,360.1
LGA,ILM,581.3333333333334
LGA,IND,501.5
LGA,JAX,502.75
LGA,LAX,1833.0
LGA,MCI,576.0
LGA,MCO,300.4
LGA,MDW,740.0
LGA,MEM,670.6666666666666
LGA,MIA,242.57142857142856
LGA,MKE,867.5
LGA,MSN,1596.0
LGA,MSP,483.4
LGA,MSY,1650.0
LGA,MTJ,1460.0
LGA,MYR,1547.0
LGA,OKC,1709.0
LGA,OMA,936.5
LGA,ORD,169.93333333333334
LGA,ORF,361.2
LGA,PBI,404.83333333333337
LGA,PIT,372.8
LGA,PNS,1626.0
LGA,PWM,1501.0
LGA,RDU,301.42857142857144
LGA,RIC,439.75
LGA,ROA,1535.0
LGA,RSW,654.3333333333334
LGA,SAV,846.5
LGA,SDF,621.3333333333333
LGA,SJU,1460.0
LGA,SRQ,900.5
LGA,STL,416.1666666666666
LGA,SYR,1501.0
LGA,TPA,352.5
LGA,XNA,1667.0
LGB,AUS,811.5
LGB,DAL,1600.0
LGB,DEN,617.6666666666667
LGB,DFW,1608.0
LGB,HOU,1621.0
LGB,LAS,420.5
LGB,MDW,1460.0
LGB,OAK,362.0
LGB,PHX,436.75
LGB,RNO,1521.0
LGB,SJC,536.0
LGB,SLC,564.0
LGB,SMF,440.5
LGB,STL,1639.0
LIT,ATL,446.0
LIT,CLT,588.0
LIT,DAL,799.0
LIT,DEN,863.5
LIT,DFW,330.8333333333333
LIT,IAH,571.6666666666666
LIT,LAS,1652.0
LIT,MIA,1579.0
LIT,ORD,818.0
LIT,PHX,1636.0
LIT,STL,1516.0
LNK,DEN,813.0
LNK,MSP,766.5
LNK,ORD,1460.0
LRD,DFW,438.0
LSE,DTW,1460.0
LSE,MSP,752.5
LSE,ORD,760.0
LWB,ORD,1460.0
LWS,DEN,1567.0
LWS,SLC,806.0
LYH,CLT,422.25
MAF,DAL,547.3333333333334
MAF,DEN,778.5
MAF,DFW,430.75
MAF,HOU,805.5
MAF,IAH,564.0
MAF,LAS,1573.0
MAF,PHX,1560.0
MBS,DTW,527.0
MBS,ORD,1509.0
MCI,ABQ,1571.0
MCI,ATL,305.8333333333333
MCI,AUS,853.5
MCI,BNA,811.5
MCI,BOS,1595.0
MCI,BWI,846.0
MCI,CLT,455.25
MCI,DAL,445.25
MCI,DCA,851.0
MCI,DEN,466.0
MCI,DFW,367.0
MCI,DTW,740.0
MCI,FLL,613.3333333333333
MCI,HOU,864.0
MCI,IAD,1460.0
MCI,IAH,577.3333333333334
MCI,LAS,534.25
MCI,LAX,621.6666666666667
MCI,LGA,505.25
MCI,MCO,417.2
MCI,MDW,740.0
MCI,MIA,604.6666666666667
MCI,MSP,767.5
MCI,MSY,1559.0
MCI,OAK,1655.0
MCI,ORD,340.4
MCI,PDX,1666.0
MCI,PGD,1607.0
MCI,PHL,856.0
MCI,PHX,426.2
MCI,PIE,1590.0
MCI,RSW,893.0
MCI,SAN,1460.0
MCI,SEA,569.3333333333334
MCI,SLC,1460.0
MCI,STL,1502.0
MCI,TPA,876.5
MCO,ACY,794.0
MCO,ALB,480.5
MCO,ATL,150.95
MCO,AUS,290.6363636363636
MCO,BDL,317.1428571428572
MCO,BHM,811.0
MCO,BNA,294.8571428571429
MCO,BOS,265.8461538461538
MCO,BQN,447.25
MCO,BUF,435.2
MCO,BWI,229.07142857142856
MCO,CAK,1570.0
MCO,CLE,316.0
MCO,CLT,221.3636363636364
MCO,CMH,292.625
MCO,COS,1663.0
MCO,CVG,419.6
MCO,DAL,364.28571428571433
MCO,DCA,238.16666666666669
MCO,DEN,377.5
MCO,DFW,295.6363636363636
MCO,DTW,291.44444444444446
MCO,EWR,231.4375
MCO,FLL,537.3333333333334
MCO,GRR,884.5
MCO,HOU,428.6
MCO,HPN,874.0
MCO,IAD,409.0
MCO,IAH,249.5833333333333
MCO,IND,282.77777777777777
MCO,ISP,506.0
MCO,JAN,1549.0
MCO,JFK,224.5
MCO,LAS,657.5
MCO,LAX,503.625
MCO,LBE,1460.0
MCO,LGA,294.6
MCO,MCI,359.0
MCO,MDW,287.57142857142856
MCO,MEM,791.5
MCO,MHT,526.0
MCO,MIA,198.9
MCO,MKE,406.83333333333337
MCO,MSP,376.7142857142857
MCO,MSY,273.875
MCO,OKC,1611.0
MCO,OMA,1624.0
MCO,ONT,1758.0
MCO,ORD,233.5333333333333
MCO,ORF,1553.0
MCO,PDX,1811.0
MCO,PHL,208.72222222222223
MCO,PHX,524.3333333333333
MCO,PIT,308.5
MCO,PNS,1521.0
MCO,PSE,883.5
MCO,PVD,344.8571428571429
MCO,RDU,326.3333333333333
MCO,RIC,560.3333333333334
MCO,ROC,628.0
MCO,RSW,765.5
MCO,SAN,1460.0
MCO,SAT,529.75
MCO,SDF,482.5
MCO,SEA,639.5
MCO,SFO,707.0
MCO,SJU,233.77777777777777
MCO,SLC,646.25
MCO,STL,320.25
MCO,STT,886.0
MCO,SWF,1592.0
MCO,SYR,632.6666666666666
MCO,TTN,859.5
MCW,ORD,1506.0
MDT,ATL,840.5
MDT,CLT,455.0
MDT,DFW,1667.0
MDT,DTW,1532.0
MDT,IAD,1485.0
MDT,ORD,795.5
MDT,PHL,520.6666666666667
MDT,SFB,1578.0
MDW,ALB,1460.0
MDW,ATL,346.6
MDW,BDL,1460.0
MDW,BNA,531.6666666666667
MDW,BOS,1460.0
MDW,BUF,1460.0
MDW,BWI,1536.0
MDW,CHS,1460.0
MDW,CLE,761.5
MDW,CMH,532.3333333333334
MDW,COS,1460.0
MDW,CVG,1460.0
MDW,DAL,816.5
MDW,DCA,500.0
MDW,DEN,548.6666666666666
MDW,DTW,512.3333333333333
MDW,FLL,371.0
MDW,GRR,753.5
MDW,HOU,925.0
MDW,IAH,1460.0
MDW,LAS,851.0
MDW,LAX,861.0
MDW,LGA,786.0
MDW,LGB,1460.0
MDW,MCI,740.0
MDW,MCO,299.7142857142857
MDW,MEM,1460.0
MDW,MHT,1460.0
MDW,MIA,819.5
MDW,MSP,333.8
MDW,MYR,1460.0
MDW,OAK,868.0
MDW,OKC,1460.0
MDW,OMA,526.3333333333333
MDW,ONT,1460.0
MDW,ORF,1460.0
MDW,PDX,1706.0
MDW,PHL,781.0
MDW,PHX,404.0
MDW,PIT,767.0
MDW,PVD,1460.0
MDW,RDU,740.0
MDW,RSW,419.25
MDW,SAN,862.0
MDW,SAT,1460.0
MDW,SAV,1460.0
MDW,SDF,1460.0
MDW,SFO,1460.0
MDW,SJC,1460.0
MDW,SJU,1713.0
MDW,SLC,1657.0
MDW,SMF,1460.0
MDW,SRQ,1599.0
MDW,STL,791.5
MDW,TPA,445.25
MEI,IAH,1530.0
MEM,ATL,312.0
MEM,BWI,1553.0
MEM,CLT,452.0
MEM,DAL,777.5
MEM,DCA,835.0
MEM,DEN,590.3333333333333
MEM,DFW,395.0
MEM,DTW,740.0
MEM,EWR,1583.0
MEM,HOU,1542.0
MEM,IAH,588.0
MEM,LAS,1666.0
MEM,LAX,1685.0
MEM,LGA,629.6666666666666
MEM,MCO,830.0
MEM,MDW,1528.0
MEM,MIA,1568.0
MEM,MSP,1556.0
MEM,ORD,778.0
MEM,PHL,1566.0
MEM,PHX,1667.0
MEM,SLC,1638.0
MEM,TPA,1549.0
MFE,DFW,445.5
MFE,IAH,793.5
MFE,LAS,1633.0
MFR,DEN,874.5
MFR,LAX,830.0
MFR,PDX,1503.0
MFR,PHX,1568.0
MFR,SEA,328.6666666666667
MFR,SFO,536.6666666666666
MFR,SLC,822.5
MGM,ATL,530.6666666666667
MGM,CLT,799.5
MGM,DCA,1542.0
MGM,DFW,1566.0
MHK,DFW,829.5
MHK,ORD,772.0
MHT,BWI,550.3333333333334
MHT,CLT,871.5
MHT,DCA,581.3333333333334
MHT,EWR,1512.0
MHT,FLL,1637.0
MHT,IAD,1545.0
MHT,MCO,549.25
MHT,MDW,1460.0
MHT,ORD,1620.0
MHT,PHL,815.5
MHT,RSW,1460.0
MHT,TPA,1650.0
MIA,ACY,1460.0
MIA,ALB,1615.0
MIA,ATL,170.78947368421052
MIA,AUS,363.3333333333333
MIA,BDL,430.2
MIA,BHM,835.5
MIA,BNA,374.6666666666667
MIA,BOS,311.3636363636364
MIA,BTV,1633.0
MIA,BWI,295.0
MIA,CHS,811.0
MIA,CLE,517.75
MIA,CLT,264.8888888888889
MIA,CMH,511.0
MIA,CVG,633.3333333333334
MIA,DAL,655.0
MIA,DCA,306.5
MIA,DEN,409.5555555555556
MIA,DFW,309.9090909090909
MIA,DSM,1460.0
MIA,DTW,310.0
MIA,EWR,278.08333333333337
MIA,EYW,411.25
MIA,GNV,786.5
MIA,GRR,1630.0
MIA,GSO,1558.0
MIA,GSP,1558.0
MIA,HOU,590.3333333333333
MIA,IAD,873.0
MIA,IAH,362.8571428571429
MIA,IND,522.5
MIA,JAX,272.2857142857143
MIA,JFK,249.06666666666663
MIA,LAS,483.8
MIA,LAX,483.8888888888889
MIA,LGA,261.6428571428571
MIA,LIT,1593.0
MIA,MCI,611.0
MIA,MCO,195.3
MIA,MDW,902.0
MIA,MEM,1580.0
MIA,MKE,902.5
MIA,MSN,1632.0
MIA,MSP,694.0
MIA,MSY,388.4
MIA,MYR,1540.0
MIA,OKC,1636.0
MIA,OMA,1665.0
MIA,ORD,194.91666666666663
MIA,ORF,853.0
MIA,PHL,315.44444444444446
MIA,PHX,777.3333333333333
MIA,PIT,442.0
MIA,PNS,558.0
MIA,RDU,326.7142857142857
MIA,RIC,852.5
MIA,ROC,1612.0
MIA,SAN,1769.0
MIA,SAT,1627.0
MIA,SAV,805.5
MIA,SDF,865.0
MIA,SEA,1827.0
MIA,SFO,721.0
MIA,SJU,330.0
MIA,SLC,1740.0
MIA,STL,521.25
MIA,STT,873.5
MIA,STX,872.5
MIA,SYR,1619.0
MIA,TLH,560.0
MIA,TPA,300.5
MIA,TUL,1629.0
MIA,TYS,791.0
MIA,XNA,1616.0
MKE,ATL,363.1666666666667
MKE,BNA,817.0
MKE,BOS,1557.0
MKE,BWI,815.5
MKE,CLT,834.0
MKE,DAL,1615.0
MKE,DCA,1546.0
MKE,DEN,426.0
MKE,DFW,648.3333333333334
MKE,DTW,500.0
MKE,EWR,787.0
MKE,FLL,669.3333333333334
MKE,IAD,1549.0
MKE,IAH,920.5
MKE,LAS,635.3333333333334
MKE,LAX,1699.0
MKE,LGA,830.5
MKE,MCO,407.5
MKE,MIA,913.0
MKE,MSP,550.3333333333334
MKE,ORD,753.5
MKE,PHL,831.5
MKE,PHX,523.6
MKE,RSW,429.5
MKE,SEA,1460.0
MKE,STL,1524.0
MKE,TPA,398.8
MKG,ORD,740.0
MLB,ATL,566.3333333333334
MLB,BNA,1560.0
MLB,CLT,585.3333333333334
MLB,DCA,1560.0
MLI,ATL,788.5
MLI,DEN,1595.0
MLI,DFW,800.0
MLI,MSP,1513.0
MLI,ORD,509.3333333333333
MLU,ATL,803.5
MLU,DFW,804.0
MOB,ATL,547.3333333333334
MOB,CLT,574.0
MOB,DFW,560.6666666666666
MOB,IAH,815.5
MOT,DEN,839.5
MOT,MSP,545.6666666666666
MQT,DTW,1520.0
MQT,MSP,1460.0
MQT,ORD,770.0
MRY,DEN,1591.0
MRY,DFW,1627.0
MRY,LAX,792.0
MRY,PHX,824.5
MRY,SAN,1460.0
MRY,SEA,1578.0
MRY,SFO,1479.0
MSN,ATL,857.5
MSN,CLT,601.0
MSN,DEN,869.0
MSN,DFW,888.0
MSN,DTW,789.0
MSN,LGA,1561.0
MSN,MIA,1633.0
MSN,MSP,528.0
MSN,ORD,318.2
MSN,PHL,1572.0
MSN,PHX,1670.0
MSO,DEN,827.0
MSO,DFW,910.5
MSO,MSP,1587.0
MSO,SEA,584.6666666666666
MSO,SLC,803.5
MSP,ABR,787.5
MSP,ATL,294.9
MSP,ATW,781.5
MSP,AUS,900.5
MSP,AZA,1625.0
MSP,BDL,862.0
MSP,BIL,1566.0
MSP,BIS,562.3333333333334
MSP,BJI,777.0
MSP,BNA,840.5
MSP,BOI,898.0
MSP,BOS,441.75
MSP,BRD,1483.0
MSP,BWI,612.3333333333333
MSP,BZN,861.0
MSP,CID,760.5
MSP,CIU,1518.0
MSP,CLE,832.5
MSP,CLT,621.0
MSP,CMH,824.5
MSP,CVG,586.3333333333334
MSP,CWA,1495.0
MSP,DAL,1608.0
MSP,DCA,494.0
MSP,DEN,306.75
MSP,DFW,405.1666666666666
MSP,DLH,529.6666666666667
MSP,DSM,786.5
MSP,DTW,450.5
MSP,ESC,1506.0
MSP,EWR,406.4
MSP,FAR,540.3333333333334
MSP,FCA,895.5
MSP,FLL,1651.0
MSP,FSD,524.6666666666667
MSP,FWA,1531.0
MSP,GEG,821.0
MSP,GFK,535.0
MSP,GRB,784.0
MSP,GRR,537.3333333333334
MSP,HDN,1577.0
MSP,HIB,1493.0
MSP,IAD,614.0
MSP,IAH,478.4
MSP,ICT,1550.0
MSP,IMT,1500.0
MSP,IND,572.0
MSP,INL,1504.0
MSP,JAC,1586.0
MSP,JFK,475.5
MSP,LAS,431.83333333333337
MSP,LAX,426.1666666666666
MSP,LGA,383.1666666666667
MSP,LNK,771.5
MSP,LSE,755.5
MSP,MCI,811.5
MSP,MCO,373.7142857142857
MSP,MDW,320.6
MSP,MEM,1570.0
MSP,MIA,694.3333333333333
MSP,MKE,552.6666666666666
MSP,MLI,1460.0
MSP,MOT,526.6666666666667
MSP,MQT,1460.0
MSP,MSN,543.3333333333334
MSP,MSO,1606.0
MSP,MSY,1628.0
MSP,OKC,1460.0
MSP,OMA,535.3333333333334
MSP,ORD,180.5
MSP,PDX,936.0
MSP,PHL,495.0
MSP,PHX,406.33333333333337
MSP,PIT,832.5
MSP,PSC,1642.0
MSP,PSP,1656.0
MSP,RAP,816.0
MSP,RDU,862.5
MSP,RHI,772.0
MSP,RIC,1579.0
MSP,RST,761.0
MSP,RSW,418.6666666666666
MSP,SAN,938.0
MSP,SAT,1460.0
MSP,SDF,1542.0
MSP,SEA,426.2
MSP,SFO,706.6666666666666
MSP,SJC,1658.0
MSP,SJU,1736.0
MSP,SLC,521.75
MSP,SMF,1655.0
MSP,SNA,1655.0
MSP,SRQ,1637.0
MSP,STL,553.0
MSP,TPA,672.0
MSP,VPS,1603.0
MSP,XWA,826.5
MSY,ATL,250.875
MSY,AUS,451.25
MSY,BNA,802.5
MSY,BWI,619.6666666666667
MSY,CLT,466.25
MSY,DAL,446.5
MSY,DCA,491.0
MSY,DEN,526.0
MSY,DFW,298.2857142857143
MSY,DTW,792.0
MSY,EWR,521.5
MSY,FLL,466.5
MSY,HOU,552.3333333333334
MSY,IAD,854.0
MSY,IAH,223.11111111111111
MSY,JFK,643.3333333333334
MSY,LAS,845.5
MSY,LAX,855.0
MSY,LGA,1598.0
MSY,MCI,1551.0
MSY,MCO,278.125
MSY,MIA,376.0
MSY,MSP,1585.0
MSY,ORD,435.5
MSY,PHL,866.0
MSY,PHX,933.0
MSY,SAN,1694.0
MSY,SAT,1539.0
MSY,SEA,1745.0
MSY,STL,1535.0
MSY,TPA,546.6666666666666
MTJ,ATL,1618.0
MTJ,DAL,1555.0
MTJ,DEN,264.57142857142856
MTJ,DFW,844.0
MTJ,EWR,1647.0
MTJ,HOU,1579.0
MTJ,IAH,1584.0
MTJ,LAX,1551.0
MTJ,LGA,1460.0
MTJ,ORD,1593.0
MTJ,PHX,1528.0
MTJ,SFO,1573.0
MYR,ACY,1529.0
MYR,ATL,421.75
MYR,BNA,819.5
MYR,BOS,1550.0
MYR,BWI,541.0
MYR,CLT,352.6
MYR,DFW,1642.0
MYR,EWR,829.5
MYR,FLL,1538.0
MYR,IAD,1522.0
MYR,LGA,1540.0
MYR,MDW,1460.0
MYR,MIA,1545.0
MYR,PHL,817.5
OAJ,ATL,806.5
OAJ,CLT,433.75
OAK,ABQ,1572.0
OAK,AUS,1631.0
OAK,BLI,844.0
OAK,BNA,1687.0
OAK,BOI,811.5
OAK,BUR,309.3333333333333
OAK,DAL,920.5
OAK,DEN,434.4
OAK,EUG,809.0
OAK,GEG,836.5
OAK,HOU,933.5
OAK,LAS,215.45454545454544
OAK,LAX,314.3333333333333
OAK,LGB,355.8
OAK,MCI,1635.0
OAK,MDW,847.5
OAK,ONT,554.3333333333334
OAK,PDX,462.5
OAK,PHX,397.6
OAK,PSP,805.5
OAK,RNO,1496.0
OAK,SAN,445.25
OAK,SBA,1506.0
OAK,SEA,410.8
OAK,SLC,463.25
OAK,SNA,324.8333333333333
OAK,STL,1460.0
OGS,IAD,740.0
OKC,ATL,474.75
OKC,AUS,804.0
OKC,BNA,1536.0
OKC,CLT,868.5
OKC,DCA,1601.0
OKC,DEN,324.3333333333333
OKC,DFW,302.5
OKC,HOU,813.5
OKC,IAH,365.0
OKC,LAS,877.5
OKC,LAX,911.5
OKC,LGA,1632.0
OKC,MCO,1587.0
OKC,MDW,1460.0
OKC,MIA,1611.0
OKC,MSP,1539.0
OKC,ORD,422.0
OKC,PHX,624.6666666666667
OKC,SEA,1668.0
OKC,SFB,1583.0
OKC,SLC,1590.0
OKC,STL,1518.0
OMA,ATL,462.25
OMA,AZA,1583.0
OMA,CLT,870.5
OMA,DAL,1460.0
OMA,DCA,1577.0
OMA,DEN,459.25
OMA,DFW,483.75
OMA,DTW,1541.0
OMA,HOU,1599.0
OMA,IAH,1460.0
OMA,LAS,1613.0
OMA,LAX,1460.0
OMA,LGA,872.5
OMA,MCO,1615.0
OMA,MDW,771.0
OMA,MIA,1661.0
OMA,MSP,530.0
OMA,ORD,395.0
OMA,PGD,1621.0
OMA,PHX,489.75
OMA,SEA,1653.0
OMA,SLC,870.5
OMA,TPA,1609.0
ONT,ATL,951.5
ONT,DAL,1601.0
ONT,DEN,421.4
ONT,DFW,450.6
ONT,IAH,1609.0
ONT,JFK,1744.0
ONT,LAS,418.75
ONT,MCO,1705.0
ONT,MDW,1460.0
ONT,OAK,556.3333333333334
ONT,PDX,1584.0
ONT,PHX,431.75
ONT,SEA,453.8
ONT,SFO,425.0
ONT,SJC,791.5
ONT,SLC,587.6666666666666
ONT,SMF,561.0
ORD,ABE,1460.0
ORD,ABQ,920.5
ORD,ALB,1541.0
ORD,ALO,761.5
ORD,ASE,318.0
ORD,ATL,213.0
ORD,ATW,1460.0
ORD,AUS,344.6666666666667
ORD,AVL,1460.0
ORD,AVP,1460.0
