Remaining Edges,Average Shortest Path
4727,982.7317000040326
4726,982.7317000040326
4725,982.8505242517241
4724,982.9728472731546
4723,983.0460603473421
4722,983.0924552247218
4721,983.2083081288368
4720,983.2083081288368
4719,983.3517204464189
4718,983.452261525581
4717,983.5021893611672
4716,983.5366339534663
4715,983.5671783459064
4714,983.57588395227
4713,983.7225799963329
4712,984.4519688204527
4711,984.6674239768264
4710,984.6674239768264
4709,984.6674239768264
4708,984.670733092995
4707,984.8450220679559
4706,984.8541727983473
4705,984.9132819553716
4704,984.9132819553716
4703,984.9544444520642
4702,985.1215825763569
4701,985.1340672290972
4700,985.1340672290972
4699,985.2388142141583
4698,985.2388142141583
4697,985.2399970883549
4696,985.4512094570805
4695,985.5994405394923
4694,985.6065634940553
4693,985.7644606186751
4692,986.1303772882045
4691,986.1303772882045
4690,986.4516043019223
4689,986.4516043019223
4688,986.4516043019223
4687,986.7731557951076
4686,986.7793502816393
4685,987.1024734532372
4684,987.1606520524032
4683,987.3342125608344
4682,987.3350288509597
4681,987.5025660006346
4680,987.5025660006346
4679,987.876700420185
4678,987.882340309517
4677,987.8826819459115
4676,987.8998226512185
4675,987.9212735692983
4674,988.0220836882988
4673,988.0613269169064
4672,988.0613269169064
4671,988.0623212736999
4670,988.0623212736999
4669,988.3165979712193
4668,988.3367171813535
4667,988.5017490640811
4666,988.5484993565042
4665,988.8779008656433
4664,988.8785079867328
4663,988.8800634207902
4662,989.0497619671048
4661,989.2560658098154
4660,989.2616617689803
4659,989.4193467548039
4658,989.5361389284197
4657,989.6195314783324
4656,989.7454631813016
4655,989.9264796772396
4654,989.9626567697128
4653,989.9918267557402
4652,990.5110425674116
4651,990.5241142574905
4650,990.6144332501997
4649,990.7552097602771
4648,990.7552097602771
4647,990.7552097602771
4646,990.779820677997
4645,990.779820677997
4644,991.2524414039565
4643,991.2605596613089
4642,991.380825022613
4641,991.4014179771578
4640,991.997656966881
4639,992.0017484111514
4638,992.0017484111514
4637,992.1411492952616
4636,992.1599196211891
4635,992.1771482006409
4634,992.2029047001765
4633,992.2099147468515
4632,992.3220066612558
4631,992.3806802470519
4630,992.5487111294453
4629,992.6138842982479
4628,992.6454613553518
4627,992.7134056505042
4626,992.7134056505042
4625,992.7167136074869
4624,992.7394900956699
4623,992.7394900956699
4622,992.7758719278601
4621,992.7758719278601
4620,993.1461399239948
4619,993.2696607979525
4618,993.4316221193764
4617,993.4444124554416
4616,993.4968520180313
4615,993.5123989820243
4614,993.5696624418806
4613,993.5999386371293
4612,993.5999386371293
4611,993.8192789604335
4610,993.820844391494
4609,994.0072912873272
4608,994.0776973401955
4607,994.4897001854732
4606,995.1472208328873
4605,995.2887200171781
4604,995.2887200171781
4603,995.2887200171781
4602,995.2887200171781
4601,995.4452677849777
4600,995.5556529237064
4599,995.5556529237064
4598,995.9046406734998
4597,995.9444205799774
4596,996.0649276114731
4595,996.1304174497324
4594,996.1841024903865
4593,996.2423305754563
4592,996.2911231445552
4591,996.3617537721715
4590,996.605103779179
4589,996.8359342195093
4588,996.9249226874333
4587,996.9393835368319
4586,997.1162199261483
4585,997.1162199261483
4584,997.4780450372502
4583,997.6835830525786
4582,997.9439315403826
4581,997.9439315403826
4580,998.3316838788177
4579,998.431420065958
4578,998.431420065958
4577,998.431420065958
4576,998.7405495858602
4575,998.7603362139448
4574,998.8417423768025
4573,999.2640591638165
4572,999.2640591638165
4571,999.2640591638165
4570,999.4058037129316
4569,999.5022608523508
4568,999.5082480400037
4567,999.548854377774
4566,999.5840052134818
4565,999.6650376811934
4564,999.6654117233406
4563,999.8339033263272
4562,999.9697951724372
4561,999.9697951724372
4560,999.977517305188
4559,1000.0529955775294
4558,1000.779454709959
4557,1000.988212085528
4556,1001.1605304575727
4555,1001.4927735584065
4554,1001.8851636213018
4553,1001.9140092515614
4552,1002.1995179979284
4551,1002.4542022159313
4550,1002.5827120155781
4549,1002.5827120155781
4548,1002.6016606685648
4547,1002.6076813023153
4546,1002.7500055105924
4545,1002.7538996668541
4544,1002.7792101046256
4543,1002.7792101046256
4542,1002.7871191858818
4541,1002.7936014408247
4540,1002.7954345830201
4539,1002.8815203474428
4538,1002.9580904430329
4537,1003.3310123301236
4536,1003.3347655426179
4535,1003.3347655426179
4534,1003.4940769704343
4533,1003.570375746941
4532,1003.7062180219001
4531,1003.7077621331973
