Row Index,Standard Deviation,Sample Size
959,11.963036134795734,15.49082775503082
960,11.963779024509808,15.492751737168394
961,11.875896829985408,15.26597785482687
962,11.901079987854848,15.3307903316259
963,11.940050900993043,15.431358196516825
964,11.907807030766614,15.348126578709232
965,11.846070666252606,15.189393527869248
966,11.810218570236026,15.097591353393867
967,11.729957503939357,14.893085177409766
968,11.731189788810674,14.896214513138876
969,11.82081494731013,15.124695261513933
970,11.864949584933331,15.237846358430415
971,11.930461005350717,15.406580130272802
972,11.988161081677399,15.5559642184614
973,12.157145162310982,15.997606156748043
974,12.08274846638548,15.80240780154056
975,12.013893737321663,15.62281782291725
976,11.971421965543596,15.512552840201149
977,11.787390754317677,15.039283887828768
978,11.78863570862149,15.042460877604064
979,11.798572001485837,15.067829256225611
980,11.484659790598394,14.27670761055695
981,11.526033407221648,14.379756895785224
982,11.507875050591021,14.334484239793037
983,11.468750817966036,14.237181766179663
984,11.46361378512799,14.224430509858772
985,11.456315556008956,14.206324507870747
986,11.372296433490618,13.998713945895066
987,11.323416902605285,13.878636162476765
988,11.458167486711881,14.21091782670146
989,11.390194367283293,14.042811497426744
990,11.424751029224552,14.128149606210114
991,11.239485210897511,13.673655575747503
992,11.275549844704678,13.761546888301726
993,11.317685339197805,13.864589845552377
994,11.306868656046385,13.838100823141117
995,11.301870579832137,13.825869568297113
996,11.240327418907572,13.675704867775202
997,11.252726521687318,13.705892599419025
998,11.28136863912507,13.775753960245751
999,11.331438051056885,13.898305495614995
1000,11.310910632396821,13.847996272618797
1001,11.393150748169797,14.05010220485327
1002,11.42513627081182,14.129102422167334
1003,11.559492663174712,14.463364898860748
1004,11.661420160714357,14.719555059348945
1005,11.569230233486284,14.487742673359708
1006,11.562259032954694,14.470288352056162
1007,11.611819647736992,14.59460547709276
1008,11.633906502521135,14.650179110118353
1009,11.622165697254285,14.620624444653053
1010,11.33494304427603,13.9069047572839
1011,11.194228694054285,13.56376154612634
1012,11.131671707873021,13.41258772299881
1013,11.094597021949024,13.323393682601683
1014,10.990339846341021,13.074167357666761
1015,10.97143563922757,13.029228946853546
1016,10.997044501624925,13.090124011290394
1017,11.377806172080694,14.012281643322007
1018,11.33595959482665,13.90939929220304
1019,10.98297773511213,13.056657210219745
1020,10.941049273905422,12.95715767588543
1021,10.923868044815213,12.916495195765362
1022,10.920266130981814,12.907978719300123
1023,11.034495678507245,13.179434429797302
1024,11.015516901265057,13.134137489659157
1025,11.014037645857009,13.130610203639092
1026,10.95330292736543,12.986197199661756
